:title_ja,:prefecture_ja,:address_ja,:description_ja,:workday_ja,:tel,:url,:genres_ja,:title_en,:prefecture_en,:address_en,:description_en,:workday_en,:genres_en,:photo_id
鳳来寺山,愛知県,新城市門谷鳳来寺１,麓の表参道から鳳来寺本堂へと続く石段の道中は、まさに自然の宝庫。うっそうとした杉木立に囲まれ、モリアオガエルやコノハズク（「声のブッポウソウ」）の生息地がある。,通年,0536-32-0022,,山,Horaijisan,Aichi Prefecture,Shinshiro Mon'ya Horaitera 1,"At the foot of the journey of the stone steps leading to the Horai TeramotoDo from Omotesando, very nature of the treasure. It is surrounded by cedar grove that was a dense, there is a habitat of Rhacophorus arboreus and scops owl (""voice of Dollarbird"").",all year,Mountain,
名古屋三越　栄店,愛知県,名古屋市中区栄３丁目５－１,栄の中心に位置し、レディースファッションを中心にメンズやキッズ、食品に至るまで高感度なファッションアイテムを提案。幅広い年齢層に人気の百貨店。,通年,052-252-1111,http://nagoya.mitsukoshi.co.jp,デパート,Nagoyamitsukoshi Sakae,Aichi Prefecture,"Naka-ku, Nagoya Sakae 3-chome 5-1","Located in the center of Sakae, the proposed high sensitivity of fashion items ranging around the Women's Clothing Men's and kids, to food. Popular department store for a wide range of age groups.",all year,Department store,
新城総合公園,愛知県,新城市浅谷ヒヨイタ４０,展望塔があり、各種スポーツ施設が充実した公園。樹木が茂る学習の森や、紅葉の森などが整備され、散策にも適している。わんぱく広場には遊具が充実している。,通年,0536-25-1144,http://aichi-koen.com/shinshiro/,公園・緑地,Xincheng comprehensive park,Aichi Prefecture,Shinshiro Asatani Hiyoita 40,"There is a observation tower, park where various sports facilities and fulfilling. And forests of trees lush learning, such as the autumn leaves of the forest are in place, it is also suitable for walking. Play equipment has been enhanced in the naughty Square.",all year,Parks and nature,
アサヒビール株式会社名古屋工場（見学）,愛知県,名古屋市守山区西川原町３１８,厳選された原料からビールができる工程を、案内係の説明を聞きながら見学できる。見学後はできたてのビール（20分間、一人3杯まで）やソフトドリンクの試飲ができる。ギフトショップも充実。,通年,052-792-8966,http://www.asahibeer.co.jp/brewery/nagoya/,その他の見学施設,"Asahi Breweries, Ltd. Nagoya Plant (tour)",Aichi Prefecture,"Nagoya City Moriyama-ku Nishikawara-cho, 318","A process that can beer from carefully selected raw materials, you can visit while listening to the description of usher. The fresh beer after visit (20 minutes, until one person 3 cups) and I can tasting of soft drinks. Gift shop also enhance.",all year,Other tour facility,
岡崎市南公園,愛知県,岡崎市若松町萱林１－１,池を中心に遊園地やプール、運動場などがある。幼児向きののりもの遊具が充実し、観覧車やメリーゴーラウンドなどが比較的安価に楽しめる。ゴーカートで交通ルールも学べる。,通年（プールは6月下旬～9月上旬）,0564-52-9095,,遊園地,Okazaki South Park,Aichi Prefecture,"Okazaki Wakamatsu-cho, Kaya-rin 1-1","Amusement park and pool around the pond, there is such as playground. Fulfilling the infant facing vehicles play equipment, such as is enjoyed relatively inexpensive Ferris wheel and merry-go-round. Go-kart in also I learn traffic rules.",all year (pool available late June through September),Amusement park,
若狭たかはまエルどらんど,福井県,大飯郡高浜町青戸４－１,体験しながら楽しく遊べるサイエンスパーク。熱帯雨林の温室「トロピカルワンダー」など、ダイナミックなアミューズメントがいっぱい。,通年,0770-72-5890,http://www.kepco.co.jp/pr/eldoland/index.html,その他の体験施設,Wakasa Takahama El etc. Land,Fukui Prefecture,Ohi County Takahama Aoto 4-1,"Experience fun and play Science Park while. Such as rainforest greenhouse ""Tropical Wonder"", dynamic amusement is full.",all year,Other experience facility,
海辺の文学記念館,愛知県,蒲郡市竹島町１５－６２,大正・昭和の文人たちに愛された施設「常磐館」の跡地に建つ記念館。当時の備品などが置かれた和室から眺める竹島は往時そのままだ。未来に届く時手紙も人気。,通年,0533-67-0070,,資料館・郷土館,Seaside literary Memorial,Aichi Prefecture,"Gamagori Takeshima-cho, 15-62","Memorial to be built on the site of loved to Writers of Taisho and Showa facility ""Tokiwa Museum"". The Takeshima to look at from Japanese-style rooms, such as the time of the equipment is placed bygone days it as it is. Also popular letter when it reaches the future.",all year,Museum-local Museum,
東邦ガス　ガスエネルギー館,愛知県,東海市新宝町５０７－２,「地球温暖化とエネルギー」がテーマ。エネルギーと環境について見て触れて楽しく学ぶことができる。年に2回開催されるエネルギーと環境のイベントはHPで確認可能だ。,通年,052-603-2527,http://www.tohogas.co.jp/gas-enekan,学習館・科学館,Toho Gas Energy Museum,Aichi Prefecture,Tokai Shintakara cho 507-2,"""Global warming and energy"" is the theme. It can learn fun to touch and look for energy and the environment. Energy and the environment of the event, which will be held twice a year's can be confirmed by HP.",all year,Learning Museum and Science Museum,
白谷海水浴場,愛知県,田原市白磯５,透明度抜群のきれいな海、青々とした芝生、清潔な砂浜が自慢の海水浴場。まるで海外のリゾート地でバカンスを楽しんでいるような気分になれる。土・日曜にはイベントも開催。,7月中旬～8月,0531-22-7300（開設期間外は0531-23-3516・渥美半島観光）,http://www.taharakankou.gr.jp/spot/000013.html,海水浴場・湖水浴場,Shiratani beaches,Aichi Prefecture,Tahara Shiroiso 5,"Transparency preeminent clean sea, lush lawns, clean sandy beach boasts of beaches. Though I get used to feel like enjoying a vacation at a resort overseas. Also held events on Saturday and Sunday.",Mid July through August,"Beach, Lake Baths",
うなぎパイファクトリー（見学）,静岡県,浜松市西区大久保町７４８－５１,静岡を代表する銘菓「うなぎパイ」を製造する工場。専用窯で焼き上げたパイを検品する様子などを見学できる。カフェサロンではうなぎパイ使用のオリジナルスイーツも味わえる。,通年,053-482-1765,http://www.shunkado.co.jp/,その他の見学施設,Eel Pie Factory (tour),Shizuoka Prefecture,"Hamamatsu-cho, Nishi-ku, Okubo 748-51","Factories manufacturing confection ""eel pie"" to represent the Shizuoka. It is possible to visit such as the manner in which the inspection the pie was baked in a dedicated kiln. There is also a café salon and I can taste original Suites of eel pie use.",all year,Other tour facility,
うるしの里会館,福井県,鯖江市西袋町４０－１－２,漆工芸の五大産地に数えられる越前漆器は、高度な職人技「花塗り」による深く艶やかな光沢と優雅な装飾が魅力。,通年,0778-65-2727,http://www.echizen.or.jp/,その他の体験施設,Lacquer of village hall,Fukui Prefecture,"Sabae Nishibukuro cho, 40-1-2","The Echizen lacquerware be counted in the Great producer of lacquer crafts, charm deep glossy sheen and elegant decor with sophisticated craftsmanship ""flower-painted"".",all year,Other experience facility,
大一美術館,愛知県,名古屋市中村区鴨付町１丁目２２,レンガの壁がシックなガラスアートの美術館。19世紀末フランスで活躍したエミール・ガレのアールヌーボーの作品と、現代作家デイル・チフーリの作品をコレクション。,通年,052-413-6777,http://www.daiichi-museum.co.jp,美術館・ギャラリー,Large one museum,Aichi Prefecture,"Nakamura-ku, Nagoya, Kamotsuki cho 1-chome 22","Wall of bricks of chic glass Art Museum. And Art Nouveau works of dominating Emile Galle in the late 19th century France, the work of contemporary artist Dale Chihuly collection.",all year,Museum Gallery,
賀茂しょうぶ園,愛知県,豊橋市賀茂町　鎌田地内,ハナショウブの名所。園内には、江戸系、肥後系、伊勢系のハナショウブ約300種、3万7000株が咲きそろう。賀茂神社近くで花しょうぶまつりも開催。期間中はライトアップされる。,通年（花しょうぶまつりは5月下旬～6月中旬）,0532-54-1484,,花の名所,Kamo iris garden,Aichi Prefecture,"Toyohashi Kamo-cho, Kamata Chi-nai","Attractions of iris. The park, Edo system, Higo system, Iris about 300 species of Ise system, is 37 000 shares Sakisorou. Iris Festival also held in nearby shrine Kamo. During the period is light up.",all year (hanashoubu festival late May through Mid June),Flower of attractions,
志摩スペイン村パルケエスパーニャ,三重県,志摩市磯部町坂崎,スペインムードあふれるテーマパーク。ユニークなアトラクションをはじめ、キャラクターやスペイン人によるショー、レストラン、ショップなどで、スペインの魅力を紹介。,3～6月中旬、7月中旬～翌1月,0599-57-3333（パルケエスパーニャテレフォンインフォメーション）,http://www.parque-net.com/,遊園地,Shima Spain Village Parque Espana,Mie Prefecture,Shima Isobe Sakazaki,"Spain mood full of theme parks. Starting with unique attractions, shows by characters and Spaniards, restaurants, shops, etc., to introduce the charm of Spain.",,Amusement park,
