観光地名,都道府県,住所,紹介文,営業日,電話番号,参考URL,写真,カテゴリー
養老天命反転地,岐阜県,養老郡養老町高林１２９８－２,現代芸術家の荒川修作と詩人マドリン・ギンズの構想による体験型芸術庭園。メインパビリオンの「極限で似るものの家」と「楕円形のフィールド」から構成され、知覚的感覚をゆすぶられる。,通年,0584-32-0501,http://www.yoro-park.com/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOT3NTbS1OczA1bW8/edit?usp=docslist_api,遊園地
恵那峡,岐阜県,恵那市大井町奥戸,日本観光地百選にも選ばれた景勝地。高速ジェット船での恵那峡めぐりが人気だ。軽快なエンジン音に乗って獅子岩や鏡岩などの奇岩を抜けると、大パノラマが広がる。,通年,0573-25-4800,,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOMHhzSmpER1FTck0/edit?usp=docslist_api,渓谷
日本海さかな街,福井県,敦賀市若葉町１丁目１５３１,地元水産業者を中心に約70店が軒を並べる巨大魚市場。越前ガニや甘エビといった日本海の幸はもちろん、おぼろ昆布などの名産品をお値打ち価格で販売。また飲食店も15店舗あり。,通年,0770-24-3800,http://www.sakanamachi.info/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOalRqaDNhVWVEX0U/edit?usp=docslist_api,ショッピングモール
名古屋港シートレインランド,愛知県,名古屋市港区西倉町１－５１,名古屋港水族館の北隣にある遊園地。大観覧車からは、伊勢湾から名古屋市街、名港トリトンまで一望できる。また、恐怖診断が出来るゾンビパニック死霊の館もおすすめだ。,通年,052-661-1520,http://senyo.co.jp/seatrainland/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOSjhfZ09DLWF6c1E/edit?usp=docslist_api,遊園地
ノベルティ・こども創造館,愛知県,瀬戸市泉町７４－１,瀬戸の産業文化の一つであるノベルティ（陶磁器製の置物や装飾品）の技術や歴史を学べる施設。土（粘土）などの素材を用いた創造プログラムやノベルティの展示などを行っている。,通年,0561-88-2668,http://www.city.seto.aichi.jp/docs/2010111000080/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAONzRBWmJLMXBnVlU/edit?usp=docslist_api,その他の体験施設
赤目四十八滝,三重県,名張市赤目町長坂,滝川の上流約4kmにわたって織りなす渓谷で、滝を見ながら歩ける遊歩道が整備され、手軽なハイキングコースとして人気がある。片道3時間ほどで途中には茶店などもある。,通年,0595-63-3004,http://www.akame48taki.com/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOLW01RERPMXBCVkU/edit?usp=docslist_api,滝
御食国若狭おばま食文化館,福井県,小浜市川崎３丁目４,御食国とは古来、朝廷に食材を納めた国のことで、若狭は古くから塩や海産物を納める御食国であった。体験型ミュージアムで、若狭塗箸の研ぎ出し体験や食育を考えた料理なども体験できる。,通年,0770-53-1000,http://www1.city.obama.fukui.jp/category/page.asp?Page=478,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOYjdtRnI1a0F1TUk/edit?usp=docslist_api,資料館・郷土館
縄文ロマンパーク,福井県,三方上中郡若狭町鳥浜１２２－１２－１,「共生と循環」の考え方を柱に、縄文文化を現代に伝える。豊かな自然に囲まれた「若狭三方縄文博物館DOKIDOKI館」の他に、「縄文コロセウム」や「お祭り広場」などがある。,通年,0770-45-2270,,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOZWI5dmlVVnZvc3M/edit?usp=docslist_api,公園・緑地
洲原公園,愛知県,刈谷市井ヶ谷町松ヶ崎６－１０,アヒルやカモがのんびり遊ぶ洲原池と、その周辺のゆるやかな丘陵地を活かした公園。池の周囲には遊歩道が整備されている。春には花見の名所としてにぎわう。,通年,0566-36-8122,http://www.katch.ne.jp/~aichswim-sop/index.htm,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOaW12enppQXJObGs/edit?usp=docslist_api,公園・緑地
旧森田銀行本店,福井県,坂井市三国町南本町３丁目３－２６,県内最古の鉄筋コンクリート建築。大正9（1920）年に落成。建物外観は西欧の古典主義的なデザインになっており、内部は豪華な漆喰装飾が随所に見られる。,通年,0776-82-0299,http://mikunikaisyo.org/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOZ2VjdUNGcmlnMmM/edit?usp=docslist_api,旧家
名古屋市博物館,愛知県,名古屋市瑞穂区瑞穂通１丁目２７－１,考古・美術工芸・文書典籍・民俗に関する資料を集め、保管・保存し、公開している。常設展「尾張の歴史」のほか、年に5～6回の特別展や企画展を開催。市民ギャラリーも備える。,通年,052-853-2655,http://www.museum.city.nagoya.jp/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOVU03N3pUdzU2X00/edit?usp=docslist_api,博物館
名都美術館,愛知県,長久手市杁ケ池３０１,明治から現代を中心にした日本画を収蔵する美術館。伊東深水、上村松園、鏑木清方などの美人画コレクション、ほかに横山大観、川合玉堂、前田青邨などの作品も所蔵。,通年,0561-62-8884,http://www.meito.hayatele.co.jp,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOaVVaVXA1cjM2bGc/edit?usp=docslist_api,美術館・ギャラリー
亀城公園,愛知県,刈谷市城町１丁目１,春の桜をはじめ、四季折々に美しい花が咲き競い、日本庭園を彩る。面積はおよそ12.9ha。毎年桜の見頃にはイベントが開催され、夜にはぼんぼりも点灯する。,通年（桜の見頃は3月下旬～4月上旬）,0566-62-1023,,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOUEhzb0FDTmhIbUE/edit?usp=docslist_api,桜の名所
名古屋テレビ塔,愛知県,名古屋市中区錦３丁目６－１５,昭和29（1954）年に完成した日本最初の集約電波鉄塔で、国の登録有形文化財に指定。地上100mの屋外スカイバルコニーからは名古屋市内を一望できる。,通年,052-971-8546,http://www.nagoya-tv-tower.co.jp/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOTW15TFVMQXlPUlU/edit?usp=docslist_api,タワー
剱神社,福井県,丹生郡越前町織田１１３－１,本殿は県指定文化財。境内には宝物殿もあり、奈良時代のものである国宝指定の「梵鐘」、織田信長の安堵状など数多くの貴重な宝物を見ることができる。,通年,0778-36-0404,http://tsurugi-jinja.jp,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOLXVYcHBxNHhVRlE/edit?usp=docslist_api,神社（稲荷・権現）
大本山成田山名古屋別院大聖寺,愛知県,犬山市犬山北白山平５,交通安全祈祷で知られる成田山新勝寺の名古屋別院。初詣や節分、花まつりなど年間を通してさまざまな催事があり、多くの参拝客が訪れる。境内からの眺望も見逃せない。,通年,0568-61-2583,http://www.inuyama-naritasan.or.jp/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOQlJmdHUwdldJVEE/edit?usp=docslist_api,寺院（観音・不動）
福井県児童科学館（エンゼルランドふくい）,福井県,坂井市春江町東太郎丸３－１,広大な緑の芝生にユニークな形状の建物がとても特徴的な大型児童館。館内は宇宙や科学の体験型展示をはじめ、巨大なドームスクリーンでプラネタリウムや迫力ある映画を鑑賞できる。,通年,0776-51-8000,http://www.angelland.or.jp/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAORkdoVmhMd2ZVUW8/edit?usp=docslist_api,学習館・科学館
きのこの森,福井県,大飯郡おおい町鹿野４２－２７,雄大な自然に囲まれ、四季折々に違った表情を見せる。きのこの知識が広がる「きのこものしり館」、高さ30mの「きのこタワー」、陶芸体験ができる「陶芸館」などの施設で楽しめる。,通年,0770-78-1713,http://www.wakasa-ohi.co.jp/kinoko_01.htm,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOZ1lRbGtCeHN3Qm8/edit?usp=docslist_api,その他の体験施設
吉崎御坊願慶寺,福井県,あわら市吉崎１丁目３０２,文明3（1471）年に蓮如上人が開基し、北陸布教の拠点にした寺院。御坊跡は国指定の史跡として整備され、高村光雲作の蓮如上人像や、「嫁おどしの肉付き面」の民話やおもしろ法話が人気だ。,通年,0776-75-1956,http://www9.ocn.ne.jp/~gobou/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOZjFjQ243MmlQRFU/edit?usp=docslist_api,寺院（観音・不動）
第１アメ横ビル,愛知県,名古屋市中区大須３丁目３０－８６,家電やパソコンはもちろん、カメラ、衣料、ブランド品まで多彩なジャンルがそろう大型テナントビル。又、第2ビルは年中無休で古着やカフェなどオシャレなお店や各種病院も完備。,通年,052-251-0100,http://osu-ameyoko.co.jp/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOV1dFY011dG5hN3c/edit?usp=docslist_api,ショッピングモール
プリズム福井,福井県,福井市中央１丁目１－２５　ＪＲ福井駅構内,福井駅構内のショッピングエリア。県内各地のおみやげが豊富にそろうとあって、県内外問わず訪れる人が絶えない。そのほか喫茶や食事を取る店舗もあり、多くの人で賑わう。,通年,0776-27-1222,http://www.prism-fukui.jp/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOM2FpbGc3N1NWS3c/edit?usp=docslist_api,ショッピングモール
福井原子力センター　あっとほうむ,福井県,敦賀市吉河３７－１,ゲーム・クイズ・映像が楽しめるあっとシアター、参加体験型の展示館、遊具がいっぱいの科学の広場、自然を満喫できるわくわく山歩道など、原子力や科学が遊び感覚で学べる施設。,-,0770-23-1710,http://www.athome.tsuruga.fukui.jp/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAObkF0MHZqekY0cjQ/edit?usp=docslist_api,遊園地
福井市美術館（アートラボふくい）,福井県,福井市下馬３丁目１１１１,福井市ゆかりの彫刻家・高田博厚の作品を収蔵、常設展示。企画展を開催するほか、市民の制作活動の発表の場にも活用。創作を大切にし、館内にはアトリエも設置。気軽にものづくりを体験できる。,通年,0776-33-2990,http://www.art.museum.city.fukui.fukui.jp/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOdE95Y1hZU0lpMUk/edit?usp=docslist_api,美術館・ギャラリー
タケフナイフビレッジ協同組合（見学）,福井県,越前市余川町２２－９１,700年の伝統の技術が光る、切れ味の鋭さと強靭さ、研ぎやすさが特徴の越前打刃物。刃物に関する歴史的な資料が展示されているほか、工場内の作業を見学することができる。,通年,0778-27-7120,http://www.takefu-knifevillage.jp/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAObjNTd2NnNkVFVUE/edit?usp=docslist_api,その他の見学施設
鳥羽一番街,三重県,鳥羽市鳥羽１丁目２３８３－１３,鳥羽駅のすぐ前に位置し、真珠専門店をはじめ、海産物や銘菓が揃うみやげ店、地元の旬が味わえる飲食店など鳥羽の魅力が満載。鳥羽湾を望む休憩スペースや、鳥羽三女神願い事代理受付所もある。,通年,0599-26-3331,http://www.toba1ban.co.jp,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOR0ViMU5QUEdrcTA/edit?usp=docslist_api,ショッピングモール
豊橋市自然史博物館,愛知県,豊橋市大岩町大穴１－２３８　豊橋総合動植物公園内,生物の進化と郷土の自然史をテーマにした博物館。中生代白亜紀の植物食恐竜エドモントサウルスの実物化石が展示されているほか、実物大恐竜模型がある野外恐竜ランドなどがある。,通年,0532-41-4747,http://www.toyohaku.gr.jp/sizensi/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOUm9yZUE5elhZS28/edit?usp=docslist_api,博物館
曼陀羅寺,愛知県,江南市前飛保町寺町２０２,後醍醐天皇が国家の安泰を願って創建した古刹。本堂の正堂と書院は重要文化財に指定されている。参道に沿って広がっている曼陀羅寺公園は藤の名所としても有名。,通年,0587-55-1695,,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOWlRIdy1nR0Y3LW8/edit?usp=docslist_api,寺院（観音・不動）
豊田市和紙のふるさと,愛知県,豊田市永太郎町洞２１６－１,和紙展示館、和紙工芸館、見本園などからなる和紙の総合施設。展示館には小原地区在住の工芸作家の作品をはじめ、小原和紙工芸の祖である藤井達吉の作品を展示している。,通年,0565-65-2151（紙すき体験は0565-65-2953）,http://www.washinofurusato.jp/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOTE1IdkdIelVQLUU/edit?usp=docslist_api,資料館・郷土館
鳥羽展望台　食国蔵王,三重県,鳥羽市国崎町大岳３－３,パールロードの途中、箱田山にある鳥羽展望台の施設。食事をしながら絶景が楽しめるレストランやコーヒーショップ、地元のみやげ物がそろう売店などがある。,通年,0599-33-6201,http://www.toba-tenboudai.com/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOY1JlVllueC1zMmM/edit?usp=docslist_api,展望台・展望地
高岡古城公園,富山県,高岡市古城１－９,元和元（1615）年一国一城の令により廃城となった高岡城を、明治8（1875）年、高岡公園として市民に開放。市の文化・スポーツ施設が点在し、春は桜、秋は紅葉の名所。,通年（桜の見頃は4月中旬、紅葉の見頃は11月）,0766-20-1563,http://www.kojyo.sakura.ne.jp/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOMVJxeWZBbk9nTTQ/edit?usp=docslist_api,公園・緑地
金崎宮,福井県,敦賀市金ヶ崎町１－４,約1000本の桜をはじめ、夏は新緑、秋は紅葉、冬は雪景と四季折々の自然が楽しめる。南北朝時代や、織田信長の朝倉攻めの古戦場としても知られている。4月には「花換まつり」が行われる。,通年,0770-22-0938,http://kanegasakigu.jp,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOU0hqZVdvVk1TMEk/edit?usp=docslist_api,神社（稲荷・権現）
千古の家,福井県,坂井市丸岡町上竹田３０－１１,江戸時代初期に建てられた、福井県内最古の民家。建築様式や間取りから当時の生活を偲ぶ事ができる。敷地内では地元産のそば粉で打った手打ちそばや春は桜、夏は花菖蒲、秋は紅葉も楽しめる。,3～12月（1・2月は要問合せ）,0776-67-2111（財団法人重要文化財坪川家住宅保存会、東京事務所は0426-46-6288）,,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOazNFTExmNzNUZkU/edit?usp=docslist_api,旧家
根尾谷地震断層観察館,岐阜県,本巣市根尾水鳥５１２－１,明治24（1891）年の濃尾地震の際に、全長80kmにわたる断層が動いた。地下観察館では、断層を約10mまで掘り下げて真上から地層を観察できるように整備している。,通年,0581-38-3560,,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOUzVIQ0hTb1hPaUU/edit?usp=docslist_api,資料館・郷土館
三保の松原,静岡県,静岡市清水区三保,約7kmの海岸線に5万本以上の松が茂り、三大松原の1つに数えられている。波打ち際から望む富士山は圧巻。新日本三景の名勝地に選ばれている。,通年,054-354-2422,,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOSkIzbkl6di03bkU/edit?usp=docslist_api,半島
敦賀シンボルロード,福井県,敦賀市白銀町、本町,敦賀駅から氣比神宮の商店街沿い（シンボルロード）に松本零士作品モニュメントが並ぶ。銀河鉄道999や宇宙戦艦ヤマトが、敦賀の科学都市のイメージと適していたため依頼したそうだ。,通年,0770-22-8128,,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOQklYQUlGOVB2cDA/edit?usp=docslist_api,通り
ひるがの分水嶺公園,岐阜県,郡上市高鷲町ひるがの,分水嶺公園から流れ出る水は、一方は庄川を経て日本海へ、一方は長良川を経て太平洋に注ぎ込む。山奥からやがて海へ、水が旅立つロマンがこの分水嶺にはある。,通年,0575-72-5000,http://hirugano.net/enjoy/water.html,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOLTlmLUswTnkwa3M/edit?usp=docslist_api,公園・緑地
養老の滝・菊水泉,岐阜県,養老郡養老町養老公園,養老山麓の大自然を取り入れた県営養老公園の中にあり、「日本の名水百選」に選ばれているきれいな湧き水。炭酸やミネラルが多く、飲めば若返るという伝説もあるとか。,通年,0584-32-0501,,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOaVdvM0oxMzFuMUE/edit?usp=docslist_api,名水
窯垣の小径,愛知県,瀬戸市仲洞町,「せともの」生産で使われた窯道具で築いた壁や塀が沿道を飾る。今では少なくなった往時の瀬戸の風景が残る。小径の中ほどに窯垣の小径資料館があり、地元ボランティアの温かいもてなしが好評。,通年,0561-85-2730,http://www.seto-marutto.info/cgi-bin/data/miru/021.html,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOTjI0ekt3dVJBZXM/edit?usp=docslist_api,通り
野間灯台,愛知県,知多郡美浜町小野浦岩成２０－１,大正11（1922）年から、伊勢湾を航行する船を見守り続ける灯台。国道247号沿い、海岸線のカーブの先にある白い姿は、時間とともに表情を変える海とのコントラストが美しい。,通年,0569-82-1111,,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAORWQ4R0lsNEZYdUU/edit?usp=docslist_api,灯台
天の岩戸,三重県,志摩市磯部町恵利原,天照大神が姿を隠されたと伝わる神路川上流の山の中にある洞窟で、岩穴からは豊富な湧水が流れ、あたりは神秘的な雰囲気が漂う。「名水百選」に選ばれている。,通年,0599-46-0570,http://www.kanko-shima.com/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOVms4RkE4b0hXNUU/edit?usp=docslist_api,名水
水島,福井県,敦賀市水島,敦賀半島の先端周辺に浮かぶ小さな無人島。ここはハワイを彷彿とさせ、海水浴や釣りなど南国のリゾート気分を楽しめる。無人島なのでトイレ以外の施設はなし。遊び道具は持参しよう。,7月上旬～8月,0770-21-8686,http://www.turuga.org/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOeWltbjhjMllFLU0/edit?usp=docslist_api,島
永平寺,福井県,吉田郡永平寺町志比５－１５,道元禅師が寛元2（1244）年に創建した曹洞宗の大本山。約10万坪の寺域に、大小70の堂宇が並ぶ。約200人の雲水が厳しい修行に励み全国に約1万5000の末寺を持つ。,通年,0776-63-3102,,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAObmlkdHVVZWxKcU0/edit?usp=docslist_api,寺院（観音・不動）
越前町立福井総合植物園プラントピア,福井県,丹生郡越前町朝日１７－３－１,北陸の代表的な野生植物や世界各地から集めた3000種以上の植物が展示される日本海側最大級規模の植物園。予約で、押し花キーホルダー教室など各種教室も開催している。,通年,0778-34-1120,http://www.fukui-bot.jp/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOSmJ1RUI0SWlyd2M/edit?usp=docslist_api,植物園
六呂師高原,福井県,大野市南六呂師,のどかな牧歌的風景の広がる高原一帯には、福井県自然保護センター、ふるさと自然公園など様々な体験ができる施設が充実。楽しいアウトドアライフを満喫できる。,通年,0779-66-1111,,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOYjdoY005YjlKYlU/edit?usp=docslist_api,高原
熊川宿,福井県,三方上中郡若狭町熊川,かつての若狭路と京都・大阪を結んだ「鯖街道」の宿場町。約400mにわたり、昔の町並みがたたずむ。資料館では熊川の歴史や文化を知ることができる。「くずきり」の甘味処もある。,通年,0770-62-2711,,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAONkc5Ym9CUWs1TEk/edit?usp=docslist_api,伝統的町並み・家並み
明通寺,福井県,小浜市門前５－２１,平安京の大同元（806）年に征夷大将軍・坂上田村麻呂が創建したと伝えられる古刹。国宝に指定されている入母屋造りの本堂と檜皮葺きの三重塔の静かな佇まいが美しい。,通年,0770-57-1355,http://www.cho.ne.jp/~myotsuji/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOcTRVMXBkSVEtYXc/edit?usp=docslist_api,寺院（観音・不動）
越前松島水族館,福井県,坂井市三国町崎７４－２－３,イルカショーやペンギンの散歩タイムがあり、アザラシ・イルカとの触れ合いが楽しめる。サメや巨大なタコに触れ、ウミガメや魚にエサをあげることができる。海洋館では海面浮遊体験も可能だ。,通年,0776-81-2700,http://www.echizen-aquarium.com/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOeV8xbGM4elFpSTg/edit?usp=docslist_api,水族館
東尋坊観光遊覧船,福井県,坂井市三国町安島６４－１,海面から見る、また違った東尋坊の姿を楽しむことができる。所要時間は30分で荒天でなければ毎日運航している。,通年,0776-81-3808,http://www.toujinbou-yuransen.jp/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAORDMtT1gtR1pfa2c/edit?usp=docslist_api,遊覧船・水中観光船
千代保稲荷神社,岐阜県,海津市平田町三郷１９８０,一般には「おちょぼさん」の名で知られ、全国から商売繁盛や合格祈願に多くの人が訪れる。とくに正月と月越しとなる月末、月はじめは、夜通しの参拝客でにぎわいを見せる。,通年,0584-66-2613,,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAORFZhY00yV1ZweWM/edit?usp=docslist_api,神社（稲荷・権現）
花フェスタ記念公園,岐阜県,可児市瀬田１５８４－１,一年を通じて花と緑を楽しめる。メインのバラは7000品種30000株を数え、世界有数の規模。大温室、花の地球館では、季節ごとにフラワーショーが楽しめる。,通年,0574-63-7373,http://www.hanafes.jp/hanafes/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOT0ZyOWFWX05xeXM/edit?usp=docslist_api,植物園
長尾山総合公園　かつやま恐竜の森,福井県,勝山市村岡町寺尾５１－１１,化石発掘を体験出来る施設の他、周辺の山々を見渡せる芝生広場、2体の巨大な恐竜が戦っている周りに、いろんな遊具が設置されている遊具広場、バーベキュー施設等がある。,通年,0779-88-8777,http://www.kyoryunomori.net/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOdWs3UGN6ZFZOLW8/edit?usp=docslist_api,公園・緑地
中橋,岐阜県,高山市本町～片原町～川原町～神明町,上三之町の南の入り口、宮川にかかる朱塗りの橋で、映画やドラマのロケにもたびたび登場する。春の高山祭では豪華絢爛な屋台が巡行し、雅やかな光景に出会える。,通年,0577-32-3333,,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOZG40YnlGT2NiTTg/edit?usp=docslist_api,橋
豊国神社,愛知県,名古屋市中村区中村町　中村公園内,豊臣秀吉の生誕地を記念して明治18（1885）年に建てられた。秀吉の出世にあやかろうと参拝に訪れる人が多い。,通年,052-411-0003,http://toyokunijinjya.main.jp/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAONG1paU1YWHY0REk/edit?usp=docslist_api,神社（稲荷・権現）
気比の松原,福井県,敦賀市松島町,約1.5kmの浜辺には約17000本の赤松・黒松が生い茂り、日本三大松原の一つである。夏には海水浴場としてにぎわう。体験観光「地引網」「定置網」ができる。,通年,0770-22-1520,http://www.turuga.org/miru/kehino.html,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOaFpaTVBaTjNPVXM/edit?usp=docslist_api,その他の名所
三方五湖,福井県,三方上中郡若狭町鳥浜、海山、田井、気山,久々子湖、日向湖、菅湖、水月湖、三方湖が自然と人工の水路でつながる。海水と淡水の混ざり具合や水深により水の色が変化し五色の湖と呼ばれ約60種の魚がいる。,通年,0770-45-0113,,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOUklVN2lMc1RUQzQ/edit?usp=docslist_api,湖沼
越前がにミュージアム,福井県,丹生郡越前町厨７１－３２４－１,越前がにの生態や近海の魚達に関する研究を数多く展示している。三層吹き抜けの海底ジオラマや海中シアターなどの施設もあり、越前がにを楽しく学ぶことができる。,通年,0778-37-2626,http://www.echizen-kk.jp/kani.htm,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOUVc1X2wtX0M5bVE/edit?usp=docslist_api,遊園地
伊賀の里　モクモク手づくりファーム,三重県,伊賀市西湯舟３６０９,自然、農業、手作りを体験できるエコロジーファーム。丘陵地にウィンナー作りやパン作りができる体験館、地ビール工房、動物とふれあえる牧場、宿泊施設などが点在する。,通年,0595-43-0909（予約は0595-43-1489）,http://www.moku-moku.com/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOWjBmU3UxSU5NTDg/edit?usp=docslist_api,その他の体験施設
加賀野八幡神社,岐阜県,大垣市加賀野１,村落の総氏神であると同時に安産の神としても信仰を集めてきた。ここの井戸は良質の地下水が自噴したもので、岐阜県の名水や環境省の「平成の名水百選」にも選定されている。,通年,0584-81-4111,,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOSGZRa3ZzUkY1RHc/edit?usp=docslist_api,神社（稲荷・権現）
荒子川公園ガーデンプラザ,愛知県,名古屋市港区品川町２丁目１－１,四季折々の花が楽しめる公園のクライマックスは6月のラベンダーフェア。紫色の花穂が風にゆれ、ほのかな香りで包まれる園内はメルヘンチックな世界。,通年,052-384-8787,http://www.nga.or.jp/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOWkp5TU5PUm1QZVE/edit?usp=docslist_api,花の名所
立山ケーブルカー,富山県,中新川郡立山町 （美女平～立山駅）,"富山地鉄の立山駅から美女平を結びます。地鉄富山駅を始発の急行で出発すると、朝6時半ころに到着しますが、紅葉の時期の週末は立山駅はすでに大混雑。ケーブルカーに乗るためには時刻指定を窓口で受けるのですが、これが行列で時間がかかります。
実際には朝一番なら20－30分並べば乗ることはできますが、もっと遅い時間はさらなる混雑です。余裕をみて計画を立てる必要があると思います。
なお、美女平で立山高原バスにすぐに乗りたい場合は、ケーブルカーは進行方向左側に乗ったほうが、バス乗り場へはわずかに近道です。",,076-432-2819,,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOc1hZWDUzdlozdkU/edit?usp=docslist_api,ロープウェイ・ケーブルカー
水晶浜海水浴場,福井県,三方郡美浜町竹波,きめ細やかな白い砂の砂浜が広がり、海水は青やエメラルドグリーンに色を変え、その澄んだ水は、水の透明度などを基準に選ばれる「日本の水浴場88選」にも選ばれている。,7月上旬～8月下旬,0770-32-0222,http://www.wakasamihama.jp/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOUU8wdk9zOUdkcWM/edit?usp=docslist_api,海水浴場・湖水浴場
一乗谷朝倉氏遺跡,福井県,福井市城戸ノ内町,文明3（1471）年に朝倉孝景が越前支配の根拠地をこの地に置き、百数年間栄華な文化を誇った。発掘調査で城下町の遺構が発見され、国の特別史跡に指定。復原町並や朝倉氏庭園などを見学できる。,通年,0776-41-2173,http://www.city.fukui.lg.jp/d620/bunka/iseki/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOQjhSZWVGNWdPUm8/edit?usp=docslist_api,遺跡
越前岬水仙ランド,福井県,丹生郡越前町血ヶ平２７－１－２,越前海岸の中でも抜群のロケーションで、1年を通して水仙を見ることができる「水仙観賞庭園」があるほか、散策ルートが整備されている。水仙の館ではおみやげショップや喫茶コーナーも常設。,通年（水仙の見頃は11～翌2月）,0778-37-2501,http://www.echizen-kk.jp/,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOdjROcGQyMF8xcDQ/edit?usp=docslist_api,その他のパーク・施設
今庄そば道場,福井県,南条郡南越前町大門１０－３－１,自分で打ったそばの味はきっと格別。そば粉を混ぜる、伸ばす、切る、ゆでる、盛り付けまでを、1時間ほどかけてていねいに指導。できたそばをお土産にすることもできる。,通年,0778-45-1385,,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOTlFMeTBReGZ5V2c/edit?usp=docslist_api,その他の体験施設
越前水仙の里公園,福井県,福井市居倉町４３－２５,水仙の里公園内にある水仙ドームは、一年中越前水仙が見られる低温室の施設。その他にも水仙に関する情報がある。,通年（水仙の見頃は1・2月）,0776-89-2381,,https://docs.google.com/a/user-support-center.jp/file/d/0B3_b4po9GqAOY2pWQ2tqNXdYWHM/edit?usp=docslist_api,公園・緑地
